"[216, 29.765847172239855, datetime.datetime(2020, 4, 27, 23, 35, 12, 643353)]"
"[217, 29.749586344557923, datetime.datetime(2020, 4, 27, 23, 35, 14, 898171)]"
"[218, 29.745507470016094, datetime.datetime(2020, 4, 27, 23, 35, 16, 975297)]"
"[219, 29.73958275772174, datetime.datetime(2020, 4, 27, 23, 35, 19, 80416)]"
"[220, 29.723895947155285, datetime.datetime(2020, 4, 27, 23, 35, 21, 332165)]"
"[221, 29.724267860301406, datetime.datetime(2020, 4, 27, 23, 35, 23, 345193)]"
"[222, 29.713605411088825, datetime.datetime(2020, 4, 27, 23, 35, 25, 524524)]"
"[223, 29.698672272381785, datetime.datetime(2020, 4, 27, 23, 35, 27, 770221)]"
"[224, 29.675315210620752, datetime.datetime(2020, 4, 27, 23, 35, 30, 146703)]"
"[225, 29.675347214131655, datetime.datetime(2020, 4, 27, 23, 35, 32, 168097)]"
"[226, 29.659604776247523, datetime.datetime(2020, 4, 27, 23, 35, 34, 432508)]"
"[227, 29.651822414733243, datetime.datetime(2020, 4, 27, 23, 35, 36, 575997)]"
"[228, 29.650219479224294, datetime.datetime(2020, 4, 27, 23, 35, 38, 624447)]"
"[229, 29.638561874006466, datetime.datetime(2020, 4, 27, 23, 35, 40, 830274)]"
"[230, 29.62397628680993, datetime.datetime(2020, 4, 27, 23, 35, 43, 83920)]"
"[231, 29.62891684989917, datetime.datetime(2020, 4, 27, 23, 35, 45, 31276)]"
"[232, 29.61518959695146, datetime.datetime(2020, 4, 27, 23, 35, 47, 274098)]"
"[233, 29.597705005323053, datetime.datetime(2020, 4, 27, 23, 35, 49, 578969)]"
"[234, 29.590759851280854, datetime.datetime(2020, 4, 27, 23, 35, 51, 717465)]"
"[235, 29.58540510829426, datetime.datetime(2020, 4, 27, 23, 35, 53, 831369)]"
"[236, 29.572297434411073, datetime.datetime(2020, 4, 27, 23, 35, 56, 71542)]"
"[237, 29.575576748450597, datetime.datetime(2020, 4, 27, 23, 35, 58, 47166)]"
"[238, 29.559680782640974, datetime.datetime(2020, 4, 27, 23, 36, 0, 335496)]"
"[239, 29.557727476376908, datetime.datetime(2020, 4, 27, 23, 36, 2, 397347)]"
"[240, 29.547995561360864, datetime.datetime(2020, 4, 27, 23, 36, 4, 587729)]"
"[241, 29.5373702523834, datetime.datetime(2020, 4, 27, 23, 36, 6, 794366)]"
